GEOID,HubName,HubDist
53029970200,9559342242,26991.562440422287
53029970300,9559342242,20669.48872596096
53029970500,9559342242,32060.858944196672
53029970900,9559342242,24899.209821568453
53029970700,9559342242,28233.99882293032
53029970800,9559342242,26626.963425420807
53033032601,3518714008,22325.82940809873
53033028300,356551783,13594.102740151824
53033008600,11004965701,470.0687398175464
53033031202,12097192054,28766.95647156438
53025010901,6388426551,233638.6428436195
53053073408,13071427976,11086.089980322988
53061041304,6562979688,5988.025018901456
53033032320,3518714008,9145.629631458823
53033030700,12097192054,17525.64444648332
53033032402,3518714008,13760.229785693997
53033029306,356551783,18355.739583033257
53033024901,3518714008,12395.009583342886
53033031800,3518714008,29553.56882571697
53033029602,356551783,25675.81166170091
53033024800,3518714008,11130.867093647554
53033025803,356551783,16956.72865543847
53033003000,13361539355,2069.9523599784015
53025011001,6388426551,242293.81933745835
53033031904,3518714008,23712.90019480712
53029992201,9559342242,34784.1561215342
53033025500,3518714008,19830.86845740982
53033002500,11609050926,4296.286116243577
53033032321,3518714008,4977.496911176699
53033021000,635748207,2927.380565086863
53033032007,3518714008,31510.80133772652
53033031501,3518714008,43372.1972880377
53033032006,3518714008,36061.02566810849
53025011405,6388426551,259334.91072720903
53025011403,3518714008,199127.126718422
53025011404,6388426551,256342.9378025924
53025010903,6388426551,235525.39166863056
53025011002,6388426551,239238.0021620716
53025011101,6388426551,240447.01745526257
53025010401,6388426551,209210.92212254676
53033029403,356551783,18895.863298541502
53057950802,9559342242,19848.493044222516
53025011102,6388426551,238796.9946683463
53025010904,6388426551,236258.3136435748
53025011406,6388426551,277433.6986502938
53025010402,6388426551,214809.0739908051
53029971000,9559342242,36273.540963913976
53035080101,13361539355,21622.380749200187
53007960400,6388426551,143808.80738182954
53063011600,358665780,36160.4033748058
53057951102,9559342242,65811.69029932412
53057951501,9559342242,12456.412258584976
53057951503,9559342242,13470.957313156474
53057952403,9559342242,3392.5851669686945
53057951502,9559342242,12872.705436623448
53057940302,9559342242,23070.0053925542
53057951101,9559342242,80781.71878494849
53057952303,9559342242,1093.2463756901207
53057952405,9559342242,574.8654301774667
53057940401,9559342242,25217.110746139213
53057940802,9559342242,15156.773762082237
53057940403,9559342242,26632.874217971512
53057950803,9559342242,22427.130567308624
53057940801,9559342242,14768.899795536245
53057940201,9559342242,28033.734906675818
53057952304,9559342242,3849.1925073685684
53057940301,9559342242,22359.471391140196
53057950801,9559342242,16791.673991999338
53025011200,6388426551,223772.4030261292
53057940402,9559342242,24078.574021672044
53057952404,9559342242,1061.4106446674527
53067011627,10920467847,3863.0299327590096
53021020300,358665780,238439.0414865479
53067012332,10920467847,6305.071344656403
53067011722,11787663735,5251.8660540551555
53067012421,11787663735,18189.780180231854
53021020700,358665780,195159.14237908306
53063001400,358665780,45347.895539714045
53057951700,9559342242,5489.4095194237025
53057952600,9559342242,1882.120483455838
53061051702,635748207,13458.677135942527
53053071310,13071427976,15165.328588445669
53053060500,11363011015,2481.89899617609
53011042700,2631801052,10344.45913448557
53077001100,3518714008,171524.1065808161
53077000200,3518714008,170499.68206760887
53077002701,3518714008,237000.2471294837
53077940002,3518714008,197163.97291730833
53077002900,3518714008,150998.5713757405
53077001701,3518714008,190681.08296458275
53077003200,3518714008,165968.69813928928
53077940001,3518714008,184063.8898622873
53077940003,13071427976,164187.66839615628
53035080800,13361539355,24880.45565837842
53035091301,13361539355,32629.027182565464
53035092901,11363011015,28649.893139867592
53035080102,13361539355,20952.50678923288
53035080500,356551783,19660.854497059318
53035091400,13361539355,25272.14362222008
53035090800,13361539355,13804.84294848345
53017950400,6388426551,198657.4141147699
53017950500,6388426551,201936.302363492
53035092701,356551783,15736.095232435175
53011041111,2631801052,12218.919319750823
53011041331,2631801052,14893.434812646654
53011041330,2631801052,15605.723895845442
53011041326,2631801052,17841.068484173567
53011040707,2631801052,18513.992948890886
53033004301,11609050926,5727.114763549348
53033010001,11035186711,4162.692976773507
53033011002,11035186694,7175.6551975096245
53033031705,3518714008,32573.521442471916
53033032213,3518714008,14104.290806947967
53067010910,13900397768,3204.0246749301073
53067011622,11787663735,5005.576079817762
53067011720,11787663735,7709.031074428437
53067010920,13900397768,5189.743097417587
53025010700,6388426551,242961.98461744224
53025010300,6388426551,209111.67758026125
53025010800,6388426551,229498.83614347733
53025010200,6388426551,221774.19115449628
53025011300,6388426551,256910.22769438862
53025010100,6388426551,184091.1978620365
53025010500,6388426551,217037.3915113901
53073940001,13735106009,45505.42549607127
53019940000,6388426551,154056.46573885324
53019970200,6388426551,114095.15187305772
53019970100,4467044293,144142.95640034552
53067011623,11787663735,5504.266008281649
53067010510,13900397768,552.6039033985459
53025010600,6388426551,220773.5555960782
53053063200,13071427976,5217.60892162233
53053063501,13071427976,6477.898968453722
53053063502,13071427976,7677.446706265605
53053070308,13071427976,21429.25196863543
53053070311,13071427976,25768.476242113593
53041970500,9213346422,4583.5433896860795
53041971200,8389138771,20474.973800162752
53041971600,8389138771,22846.460125752372
53041970100,9213346422,18799.102001269188
53053073405,13071427976,14699.654956173728
53053073407,13071427976,12528.13239752409
53011040803,2631801052,17457.43687206195
53011040806,2631801052,17366.320264614413
53011040908,2631801052,17762.250761188465
53073010103,9559342242,79258.60602309018
53073010102,9559342242,63435.47087618169
53073010101,9559342242,51964.06384013229
53073000101,9559342242,42525.588275569695
53073940002,13735106009,51148.80957283065
53073010201,13735106009,43009.20266517155
53073010505,13735106009,37480.701349458184
53073010503,13735106009,41933.29944084443
53073010202,13735106009,35508.53057175356
53073000903,9559342242,37889.70062450875
53073000102,9559342242,43499.025825899706
53073000402,9559342242,40265.256585219184
53073010411,9115152224,29269.425912158236
53073000201,13735106009,47045.022837861216
53073000203,9559342242,44917.35571736812
53049950702,6403036421,31077.866923436926
53073010506,13735106009,40920.565239207586
53073000202,13735106009,44528.32482987874
53073001101,9559342242,35657.94307333941
53061051000,635748207,8667.53541529654
53049950301,12196495276,36976.507014057424
53049950502,6403036421,21959.922806784805
53049950302,12196495276,36151.69232936495
53049950501,6403036421,24145.436211758868
53049950802,6403036421,38658.04512274365
53077001602,3518714008,174052.38067592517
53053072601,11363011015,26303.249243519727
53061051100,635748207,7983.245991419743
53061051200,635748207,9490.97342977175
53005010810,358665780,249811.6730813771
53005010809,358665780,247627.3649267635
53073010600,13735106009,39236.55975689526
53031990000,12196495276,99405.33092325887
53023970300,358665780,151792.42567123598
53053071803,13071427976,8033.2189273675895
53053071806,13071427976,11935.968318443605
53053071901,13071427976,10955.580374406318
53053072000,13071427976,15257.079516174183
53053072105,13071427976,10353.691628797584
53067012610,11787663735,16993.073914952307
53033028500,356551783,10381.642450514413
53067012331,10920467847,6884.268812046016
53067012001,13900397768,3436.443533942304
53067012531,11787663735,30236.84299685451
53067012422,11787663735,19082.726727141187
53067011901,13900397768,11940.141678767943
53067011902,13900397768,9606.16896563823
53067010801,13900397768,8171.072467089326
53067012223,2713355731,666.9083941784498
53067012224,10920467847,1843.9806042785553
53067011721,11787663735,3996.32730814791
53067012225,10920467847,8865.368972731747
53063000800,358665780,49840.937306713226
53063004500,358665780,45056.81711584423
53063001500,358665780,44170.722462364996
53075000400,358665780,116015.29286650407
53075000700,358665780,83183.298849186
53075000500,358665780,111408.5564567547
